Gene_accession no.	class
blaOXA-345_1_KF048918	beta-lactam
blaOXA-346_1_KF048919	beta-lactam
blaOXA-347_1_ACWG01000053	beta-lactam
blaOXA-348_1_KF297577	beta-lactam
blaOXA-349_1_KF297578	beta-lactam
blaOXA-350_1_KF297579	beta-lactam
blaOXA-351_1_KF297580	beta-lactam
blaOXA-352_1_KF297581	beta-lactam
blaOXA-353_1_KF297582	beta-lactam
blaOXA-354_1_KF297583	beta-lactam
blaOXA-355_1_KF297584	beta-lactam
blaOXA-356_1_KF297585	beta-lactam
blaOXA-357_1_KF421160	beta-lactam
blaOXA-358_1_KF421161	beta-lactam
blaOXA-359_1_KF421162	beta-lactam
blaOXA-360_1_KF421163	beta-lactam
blaOXA-361_1_KF460531	beta-lactam
blaOXA-362_1_KF460532	beta-lactam
blaOXA-363_1_KF460533	beta-lactam
blaOXA-364_1_JX306689	beta-lactam
blaOXA-365_1_KF885217	beta-lactam
blaOXA-366_1_KP050485	beta-lactam
blaOXA-368_1_KT736121	beta-lactam
blaOXA-370_1_KJ488943	beta-lactam
blaOXA-371_1_AB871653	beta-lactam
blaOXA-372_1_KJ746496	beta-lactam
blaOXA-373_1_HG931732	beta-lactam
blaOXA-374_1_KF986255	beta-lactam
blaOXA-375_1_KF986256	beta-lactam
blaOXA-376_1_KF986257	beta-lactam
blaOXA-377_1_KF986258	beta-lactam
blaOXA-378_1_KF986259	beta-lactam
blaOXA-379_1_KF986260	beta-lactam
blaOXA-380_1_KF986261	beta-lactam
blaOXA-381_1_KJ135344	beta-lactam
blaOXA-382_1_KJ135345	beta-lactam
blaOXA-383_1_KF986262	beta-lactam
blaOXA-384_1_KF986263	beta-lactam
blaOXA-385_1_KF986253	beta-lactam
blaOXA-386_1_KF986254	beta-lactam
blaOXA-387_1_KJ173478	beta-lactam
blaOXA-388_1_KJ135343	beta-lactam
blaOXA-389_1_KJ135346	beta-lactam
blaOXA-390_1_KJ135342	beta-lactam
blaOXA-391_1_KJ427797	beta-lactam
blaOXA-392_1_AB901044	beta-lactam
blaOXA-395_1_AY306133	beta-lactam
blaOXA-396_1_AY306134	beta-lactam
blaOXA-397_1_KM087865	beta-lactam
blaOXA-398_1_KM087842	beta-lactam
blaOXA-400_1_KJ780078	beta-lactam
blaOXA-401_1_KJ780076	beta-lactam
blaOXA-402_1_JX865391	beta-lactam
blaOXA-403_1_KJ920337	beta-lactam
blaOXA-404_1_KJ920338	beta-lactam
blaOXA-405_1_KM589641	beta-lactam
blaOXA-406_1_KJ584915	beta-lactam
blaOXA-407_1_KJ584916	beta-lactam
blaOXA-408_1_KJ584917	beta-lactam
blaOXA-409_1_KJ584918	beta-lactam
blaOXA-410_1_KJ584919	beta-lactam
blaOXA-411_1_KJ584920	beta-lactam
blaOXA-412_1_KJ584921	beta-lactam
blaOXA-413_1_KJ584922	beta-lactam
blaOXA-414_1_KJ584914	beta-lactam
blaOXA-415_1_KJ865754	beta-lactam
blaOXA-416_1_KP264119	beta-lactam
blaOXA-417_1_KM220587	beta-lactam
blaOXA-418_1_KJ997966	beta-lactam
blaOXA-420_1_AB983359	beta-lactam
blaOXA-421_1_KM401566	beta-lactam
blaOXA-422_1_KM433671	beta-lactam
blaOXA-423_1_KM433672	beta-lactam
blaOXA-424_1_KM588352	beta-lactam
blaOXA-425_1_KM588353	beta-lactam
blaOXA-426_1_KM588354	beta-lactam
blaOXA-427_1_KX827604	beta-lactam
blaOXA-429_1_KM979376	beta-lactam
blaOXA-430_1_KM979377	beta-lactam
blaOXA-431_1_KM979378	beta-lactam
blaOXA-432_1_KM979379	beta-lactam
blaOXA-433_1_KM979380	beta-lactam
blaOXA-435_1_KP144324	beta-lactam
blaOXA-436_1_KT959105	beta-lactam
blaOXA-437_1_KP410856	beta-lactam
blaOXA-439_1_KP727573	beta-lactam
blaOXA-440_1_KP727574	beta-lactam
blaOXA-441_1_JX865394	beta-lactam
blaOXA-442_1_KP844571	beta-lactam
blaOXA-443_1_LC030178	beta-lactam
blaOXA-444_1_CP010800	beta-lactam
blaOXA-446_1_KR061495	beta-lactam
blaOXA-447_1_KR061496	beta-lactam
blaOXA-448_1_KR061497	beta-lactam
blaOXA-449_1_KR061498	beta-lactam
blaOXA-450_1_KR061502	beta-lactam
blaOXA-451_1_KR061504	beta-lactam
blaOXA-452_1_KR061505	beta-lactam
blaOXA-453_1_KR061507	beta-lactam
blaOXA-454_1_LC037981	beta-lactam
blaOXA-455_1_KP903885	beta-lactam
blaOXA-457_1_KP903887	beta-lactam
blaOXA-458_1_KP903888	beta-lactam
blaOXA-459_1_KP903889	beta-lactam
blaOXA-460_1_KR061508	beta-lactam
blaOXA-461_1_KR061509	beta-lactam
blaOXA-464_1_KU721146	beta-lactam
blaOXA-465_1_KR061500	beta-lactam
blaOXA-466_1_KR061501	beta-lactam
blaOXA-470_1_KR182163	beta-lactam
blaOXA-471_1_EU086833	beta-lactam
blaOXA-472_1_KR182165	beta-lactam
blaOXA-473_1_KR182166	beta-lactam
blaOXA-474_1_KR182167	beta-lactam
blaOXA-475_1_KR182168	beta-lactam
blaOXA-476_1_KR182169	beta-lactam
blaOXA-477_1_KR182170	beta-lactam
blaOXA-478_1_KR182171	beta-lactam
blaOXA-479_1_KR182172	beta-lactam
blaOXA-480_1_KR872296	beta-lactam
blaOXA-482_1_KP264124	beta-lactam
blaOXA-483_1_KP264125	beta-lactam
blaOXA-484_1_KR401105	beta-lactam
blaOXA-485_1_LLNM01000004	beta-lactam
blaOXA-486_1_AY597426	beta-lactam
blaOXA-488_1_CP017969	beta-lactam
blaOXA-489_1_CP013733	beta-lactam
blaOXA-490_1_KU721147	beta-lactam
blaOXA-491_1_KU721148	beta-lactam
blaOXA-493_1_KU739135	beta-lactam
blaOXA-494_1_AY597430	beta-lactam
blaOXA-496_1_KT200608	beta-lactam
blaOXA-497_1_LKJZ01000136	beta-lactam
blaOXA-499_1_KT964029	beta-lactam
blaOXA-500_1_JMNQ01000002	beta-lactam
blaOXA-501_1_KU167110	beta-lactam
blaOXA-502_1_KU167111	beta-lactam
blaOXA-503_1_KU167109	beta-lactam
blaOXA-505_1_KU531433	beta-lactam
blaOXA-506_1_KU571454	beta-lactam
blaOXA-507_1_KU551305	beta-lactam
blaOXA-508_1_KU596972	beta-lactam
blaOXA-509_1_KU692025	beta-lactam
blaOXA-510_1_JX865393	beta-lactam
blaOXA-511_1_KU710720	beta-lactam
blaOXA-512_1_KU726870	beta-lactam
blaOXA-513_1_KU323972	beta-lactam
blaOXA-514_1_KU866382	beta-lactam
blaOXA-515_1_KU866383	beta-lactam
blaOXA-516_1_KU871391	beta-lactam
blaOXA-517_1_KU878974	beta-lactam
blaOXA-518_1_KU739134	beta-lactam
blaOXA-519_1_KX349732	beta-lactam
blaOXA-520_1_KX388630	beta-lactam
blaOXA-521_1_KX462701	beta-lactam
blaOXA-522_1_KX599408	beta-lactam
blaOXA-523_1_KX599401	beta-lactam
blaOXA-524_1_KX599402	beta-lactam
blaOXA-525_1_KX599406	beta-lactam
blaOXA-526_1_KX599409	beta-lactam
blaOXA-527_1_KX599404	beta-lactam
blaOXA-528_1_KX599407	beta-lactam
blaOXA-529_1_KX599405	beta-lactam
blaOXA-530_1_KX599398	beta-lactam
blaOXA-531_1_KX599400	beta-lactam
blaOXA-532_1_KX609247	beta-lactam
blaOXA-533_1_KX668472	beta-lactam
blaOXA-534_1_KX714285	beta-lactam
blaOXA-535_1_KX828709	beta-lactam
blaOXA-536_1_KX859240	beta-lactam
blaOXA-537_1_KX360747	beta-lactam
blaOXA-538_1_KX827284	beta-lactam
blaOXA-539_1_KY094077	beta-lactam
blaOXA-540_1_KJ138219	beta-lactam
blaOXA-541_1_FM179467	beta-lactam
blaOXA-545_1_KY674541	beta-lactam
blaOXA-546_1_KY682756	beta-lactam
blaOXA-547_1_KY684124	beta-lactam
blaOXA-548_1_KY682750	beta-lactam
blaOXA-549_1_KY682751	beta-lactam
blaOXA-550_1_KY682752	beta-lactam
blaOXA-551_1_KY682753	beta-lactam
blaOXA-552_1_KY682754	beta-lactam
blaOXA-553_1_KY682755	beta-lactam
blaOXA-554_1_KY126221	beta-lactam
blaOXA-555_1_KY126224	beta-lactam
blaOXA-556_1_KY126231	beta-lactam
blaOXA-557_1_KY126232	beta-lactam
blaOXA-558_1_KY126234	beta-lactam
blaOXA-559_1_KY126237	beta-lactam
blaOXA-560_1_KY126238	beta-lactam
blaOXA-561_1_KY126240	beta-lactam
blaOXA-562_1_KY126241	beta-lactam
blaOXA-563_1_KY767021	beta-lactam
blaOXA-564_1_KY767022	beta-lactam
blaOXA-565_1_KY883665	beta-lactam
blaOXA-566_1_MF099636	beta-lactam
blaZ_1_CP000704	beta-lactam
blaZ_2_CP000731	beta-lactam
blaZ_3_CP000732	beta-lactam
blaZ_4_X04121	beta-lactam
blaZ_5_AJ302698	beta-lactam
blaZ_6_AP003139	beta-lactam
blaZ_7_AP004832	beta-lactam
blaZ_8_HE993884	beta-lactam
blaZ_9_DQ269019	beta-lactam
blaZ_10_FR823292	beta-lactam
blaZ_11_AJ400722	beta-lactam
blaZ_12_M15195	beta-lactam
blaZ_13_KF471116	beta-lactam
blaZ_14_JBAG01000015	beta-lactam
blaZ_15_JAZQ01000018	beta-lactam
blaZ_16_JBTH01000015	beta-lactam
blaZ_17_JDDF01000008	beta-lactam
blaZ_18_JBQW01000016	beta-lactam
blaZ_19_JBMK01000007	beta-lactam
blaZ_20_JBVX01000014	beta-lactam
blaZ_21_JGQH01000014	beta-lactam
blaZ_22_JCHI01000035	beta-lactam
blaZ_23_JBND01000015	beta-lactam
blaZ_24_JBLQ01000018	beta-lactam
blaZ_25_JBKK01000017	beta-lactam
blaZ_26_JBJP01000007	beta-lactam
blaZ_27_JDGZ01000043	beta-lactam
blaZ_28_JDYO01000009	beta-lactam
blaZ_29_JDXN01000019	beta-lactam
blaZ_30_JGUQ01000012	beta-lactam
blaZ_31_JIFU01000008	beta-lactam
blaZ_32_JINH01000005	beta-lactam
blaZ_33_JIXQ01000012	beta-lactam
blaZ_34_JJAO01000008	beta-lactam
blaZ_35_JIVZ01000012	beta-lactam
blaZ_36_JITV01000006	beta-lactam
blaZ_37_JIFD01000012	beta-lactam
blaZ_38_NZ_JEMM01000040	beta-lactam
blaZ_39_JHTU01000073	beta-lactam
blaZ_40_NZ_AZBT01000050	beta-lactam
blaZ_41_AENR01000015	beta-lactam
blaZ_42_CCEE01000006	beta-lactam
blaZ_43_NZ_CAVU010000015	beta-lactam
blaZ_44_NZ_JWJJ01000015	beta-lactam
blaZ_45_CP010941	beta-lactam
blaZ_46_CP010944	beta-lactam
blaZ_47_NZ_JYGF01000020	beta-lactam
blaZ_48_CFPA01000022	beta-lactam
blaZ_49_CVLS01000543	beta-lactam
blaZ_50_KR230047	beta-lactam
blaZ_51_NZ_JVWO01000108	beta-lactam
blaZ_52_NZ_JVWM01000127	beta-lactam
blaZ_53_NZ_JUXQ01000001	beta-lactam
blaZ_54_NZ_JVRB01000003	beta-lactam
blaZ_55_NZ_JVLY01000044	beta-lactam
blaZ_56_NZ_JUMU01000089	beta-lactam
blaZ_57_NZ_JURP01000126	beta-lactam
blaZ_58_NZ_JUUA01000057	beta-lactam
blaZ_59_NZ_JVBT01000063	beta-lactam
blaZ_60_NZ_JVML01000111	beta-lactam
blaZ_61_NZ_JVAT01000021	beta-lactam
blaZ_62_NZ_JVOH01000023	beta-lactam
blaZ_63_NZ_JUMX01000103	beta-lactam
blaZ_64_CSJB01000017	beta-lactam
blaZ_65_CSEV01000005	beta-lactam
blaZ_66_CSGM01000014	beta-lactam
blaZ_67_NZ_CTTL01000039	beta-lactam
blaZ_68_NZ_CUHK01000055	beta-lactam
blaZ_69_NZ_CUHB01000033	beta-lactam
blaZ_70_NZ_CUEK01000047	beta-lactam
blaZ_71_NZ_CUGR01000082	beta-lactam
blaZ_72_NZ_CUHG01000035	beta-lactam
blaZ_73_CYNA01000004	beta-lactam
blaZ_74_CZWI01000159	beta-lactam
blaZ_75_LNTF01000008	beta-lactam
blaZ_76_FFOR01000002	beta-lactam
blaZ_77_FGNH01000009	beta-lactam
blaZ_78_KU607301	beta-lactam
blaZ_79_KU607584	beta-lactam
blaZ_80_KU607855	beta-lactam
blaZ_81_FGJZ01000020	beta-lactam
blaZ_82_FGSJ01000003	beta-lactam
blaZ_83_FGWO01000019	beta-lactam
blaZ_84_FHDH01000010	beta-lactam
blaZ_85_NZ_FHDT01000016	beta-lactam
blaZ_86_AIZE01000023	beta-lactam
blaZ_87_NZ_LRNC01000042	beta-lactam
blaZ_88_FKTX01000011	beta-lactam
blaZ_89_FKPS01000007	beta-lactam
blaZ_90_FKVU01000010	beta-lactam
blaZ_91_FKQH01000022	beta-lactam
blaZ_92_FKWG01000001	beta-lactam
blaZ_93_FKQA01000038	beta-lactam
blaZ_94_LYRW01000005	beta-lactam
blaZ_95_MAJJ01000071	beta-lactam
blaZ_96_LNDI01000019	beta-lactam
blaZ_97_FMOK01000003	beta-lactam
blaZ_98_LTEF01000041	beta-lactam
blaZ_99_LTNH01000008	beta-lactam
blaZ_100_LTMH01000008	beta-lactam
blaZ_101_LTLP01000099	beta-lactam
blaZ_102_MLQA01000023	beta-lactam
blaZ_103_FQSJ01000009	beta-lactam
blaZ_104_FQHI01000006	beta-lactam
blaZ_105_FQJS01000007	beta-lactam
blaZ_106_FQHX01000011	beta-lactam
blaZ_107_FQDM01000011	beta-lactam
blaZ_108_FQPO01000005	beta-lactam
blaZ_109_AOAS01000022	beta-lactam
blaZ_110_AJCZ01000013	beta-lactam
blaZ_111_AJCN01000010	beta-lactam
blaZ_112_AKGL01000044	beta-lactam
blaZ_113_AHVS01000008	beta-lactam
blaZ_114_NC_013379	beta-lactam
blaZ_115_FN433596	beta-lactam
blaZ_116_NC_013348	beta-lactam
blaZ_117_ACHE01000004	beta-lactam
blaZ_118_NC_004461	beta-lactam
blaZ_119_NZ_CANQ01000029	beta-lactam
blaZ_120_NZ_ALWG01000005	beta-lactam
blaZ_121_AIWM01000014	beta-lactam
blaZ_122_NZ_AJGE01000057	beta-lactam
blaZ_123_NC_013653	beta-lactam
blaZ_124_NC_013944	beta-lactam
blaZ_125_CP003194	beta-lactam
blaZ_126_NC_013374	beta-lactam
blaZ_127_ACFR01000018	beta-lactam
blaZ_128_GQ900471	beta-lactam
blaZ_130_AHKZ01000073	beta-lactam
blaZ_131_GQ900485	beta-lactam
blaZ_132_AHVO01000010	beta-lactam
blaZ_133_AIDT01000014	beta-lactam
blaZ_134_NZ_AJGE01000047	beta-lactam
blaZ_135_AB811795	beta-lactam
blaZ_136_NZ_ALWE01000009	beta-lactam
blaZ_137_GQ915265	beta-lactam
blaZ_138_CP003979	beta-lactam
blaNDM-1_1_FN396876	beta-lactam
blaNDM-10_1_KF361506	beta-lactam
blaNDM-11_1_KP265939	beta-lactam
blaNDM-12_1_AB926431	beta-lactam
blaNDM-13_1_LC012596	beta-lactam
blaNDM-14_1_KM210086	beta-lactam
blaNDM-15_1_KP735848	beta-lactam
blaNDM-16_1_KP862821	beta-lactam
blaNDM-17_1_KX812714	beta-lactam
blaNDM-18_1_KY503030	beta-lactam
blaNDM-19_1_MF370080	beta-lactam
blaNDM-2_1_JF703135	beta-lactam
blaNDM-20_1_KY654092	beta-lactam
blaNDM-21_1_MG183694	beta-lactam
blaNDM-22_1_MH243357	beta-lactam
blaNDM-23_1_MH450214	beta-lactam
blaNDM-24_1_MH450215	beta-lactam
blaNDM-3_1_JQ734687	beta-lactam
blaNDM-4_1_JQ348841	beta-lactam
blaNDM-5_1_JN104597	beta-lactam
blaNDM-6_1_JN967644	beta-lactam
blaNDM-7_1_JX262694	beta-lactam
blaNDM-8_1_AB744718	beta-lactam
blaNDM-9_1_KC999080	beta-lactam
blaVIM-1_1_Y18050	beta-lactam
blaVIM-2_1_AF302086	beta-lactam
blaVIM-3_1_AF300454	beta-lactam
blaVIM-4_1_EU581706	beta-lactam
blaVIM-5_1_DQ023222	beta-lactam
blaVIM-6_1_AY165025	beta-lactam
blaVIM-7_1_AJ536835	beta-lactam
blaVIM-8_1_AY524987	beta-lactam
blaVIM-9_1_AY524988	beta-lactam
blaVIM-10_1_AY524989	beta-lactam
blaVIM-11_1_AY605049	beta-lactam
blaVIM-12_1_DQ143913	beta-lactam
blaVIM-13_1_DQ365886	beta-lactam
blaVIM-14_1_FJ445404	beta-lactam
blaVIM-15_1_EU419745	beta-lactam
blaVIM-16_1_EU419746	beta-lactam
blaVIM-17_1_EU118148	beta-lactam
blaVIM-18_1_AM778091	beta-lactam
blaVIM-19_1_FJ499397	beta-lactam
blaVIM-20_1_GQ414736	beta-lactam
blaVIM-23_1_GQ242167	beta-lactam
blaVIM-24_1_HM855205	beta-lactam
blaVIM-25_1_HM750249	beta-lactam
blaVIM-26_1_FR748153	beta-lactam
blaVIM-27_1_HQ858608	beta-lactam
blaVIM-28_1_JF900599	beta-lactam
blaVIM-29_1_JX311308	beta-lactam
blaVIM-30_1_JN129451	beta-lactam
blaVIM-31_1_JN982330	beta-lactam
blaVIM-32_1_JN676230	beta-lactam
blaVIM-33_1_JX258134	beta-lactam
blaVIM-34_1_JX013656	beta-lactam
blaVIM-35_1_JX982634	beta-lactam
blaVIM-36_1_JX982635	beta-lactam
blaVIM-37_1_JX982636	beta-lactam
blaVIM-38_1_KC469971	beta-lactam
blaVIM-39_1_KF131539	beta-lactam
blaVIM-40_1_HG934765	beta-lactam
blaVIM-41_1_KP771862	beta-lactam
blaVIM-42_1_KP071470	beta-lactam
blaVIM-43_1_KP096412	beta-lactam
blaVIM-44_1_KP681696	beta-lactam
blaVIM-45_1_KP681695	beta-lactam
blaVIM-46_1_KP749829	beta-lactam
blaVIM-47_1_KT954134	beta-lactam
blaVIM-48_1_KY362199	beta-lactam
blaVIM-49_1_KU663374	beta-lactam
blaVIM-50_1_KU663375	beta-lactam
blaVIM-51_1_KU746270	beta-lactam
blaVIM-52_1_KX349731	beta-lactam
blaVIM-54_1_KY508061	beta-lactam
blaVIM-56_1_MG834535	beta-lactam
blaVIM-57_1_MH450217	beta-lactam
blaIMP-1_1_EF027105	beta-lactam
blaIMP-2_1_AJ243491	beta-lactam
blaIMP-3_1_AB010417	beta-lactam
blaIMP-4_1_AF244145	beta-lactam
blaIMP-5_1_AF290912	beta-lactam
blaIMP-6_1_AB753460	beta-lactam
blaIMP-7_1_AF318077	beta-lactam
blaIMP-8_1_DQ845788	beta-lactam
blaIMP-9_1_FJ655384	beta-lactam
blaIMP-10_1_AB074435	beta-lactam
blaIMP-11_1_AB074436	beta-lactam
blaIMP-12_1_AJ420864	beta-lactam
blaIMP-13_1_AJ550807	beta-lactam
blaIMP-14_1_AY553332	beta-lactam
blaIMP-15_1_AY553333	beta-lactam
blaIMP-16_1_AJ584652	beta-lactam
blaIMP-17_1_AJ512502	beta-lactam
blaIMP-18_1_AY780674	beta-lactam
blaIMP-19_1_EF118171	beta-lactam
blaIMP-20_1_AB196988	beta-lactam
blaIMP-21_1_AB204557	beta-lactam
blaIMP-22_2_DQ361087	beta-lactam
blaIMP-23_1_DQ417222	beta-lactam
blaIMP-24_1_EF192154	beta-lactam
blaIMP-25_1_EU541448	beta-lactam
blaIMP-26_1_GU045307	beta-lactam
blaIMP-27_1_JF894248	beta-lactam
blaIMP-28_1_JQ407409	beta-lactam
blaIMP-29_1_HQ438058	beta-lactam
blaIMP-30_1_KM589497	beta-lactam
blaIMP-31_1_KF148593	beta-lactam
blaIMP-32_1_JQ002629	beta-lactam
blaIMP-33_1_JN848782	beta-lactam
blaIMP-34_1_AB715422	beta-lactam
blaIMP-35_1_JF816544	beta-lactam
blaIMP-37_1_JX131372	beta-lactam
blaIMP-38_1_HQ875573	beta-lactam
blaIMP-40_1_AB753457	beta-lactam
blaIMP-41_1_AB753458	beta-lactam
blaIMP-42_1_AB753456	beta-lactam
blaIMP-43_1_AB777500	beta-lactam
blaIMP-44_1_AB777501	beta-lactam
blaIMP-45_1_EU352796	beta-lactam
blaIMP-48_1_KM087857	beta-lactam
blaIMP-49_1_KP681694	beta-lactam
blaIMP-51_1_LC031883	beta-lactam
blaIMP-52_1_LC055762	beta-lactam
blaIMP-53_1_HM106457	beta-lactam
blaIMP-54_1_KU052795	beta-lactam
blaIMP-55_1_KT935306	beta-lactam
blaIMP-56_1_KU315553	beta-lactam
blaIMP-58_1_KU647281	beta-lactam
blaIMP-59_1_KX196782	beta-lactam
blaIMP-60_1_LC159227	beta-lactam
blaIMP-61_1_KX462700	beta-lactam
blaIMP-62_1_KX753224	beta-lactam
blaIMP-63_1_KX821663	beta-lactam
blaIMP-64_1_KX949735	beta-lactam
blaIMP-66_1_LC190726	beta-lactam
blaIMP-67_1_MF281100	beta-lactam
blaIMP-68_1_MF669572	beta-lactam
blaIMP-70_1_MG748725	beta-lactam
blaIMP-71_1_MG818167	beta-lactam
blaIMP-73_1_MH021848	beta-lactam
blaIMP-74_1_MH243349	beta-lactam
blaIMP-75_1_MH243350	beta-lactam
blaCTX-M-1_1_DQ915955	beta-lactam
blaCTX-M-2_1_AB176535	beta-lactam
blaCTX-M-3_1_Y10278	beta-lactam
blaCTX-M-4_1_Y14156	beta-lactam
blaCTX-M-5_1_U95364	beta-lactam
blaCTX-M-6_1_AJ005044	beta-lactam
blaCTX-M-7_1_AJ005045	beta-lactam
blaCTX-M-8_1_AF189721	beta-lactam
blaCTX-M-9_1_AF174129	beta-lactam
blaCTX-M-10_1_AY598759	beta-lactam
blaCTX-M-12_1_DQ821704	beta-lactam
blaCTX-M-13_2_AF252623	beta-lactam
blaCTX-M-14_1_AF252622	beta-lactam
blaCTX-M-14b_1_DQ359215	beta-lactam
blaCTX-M-15_1_AY044436	beta-lactam
blaCTX-M-16_1_AY029068	beta-lactam
blaCTX-M-17_1_AY033516	beta-lactam
blaCTX-M-19_1_AF325134	beta-lactam
blaCTX-M-20_1_AJ416344	beta-lactam
blaCTX-M-21_1_AJ416346	beta-lactam
blaCTX-M-22_1_AY080894	beta-lactam
blaCTX-M-23_1_AF488377	beta-lactam
blaCTX-M-24_1_EF374096	beta-lactam
blaCTX-M-25_1_AF518567	beta-lactam
blaCTX-M-26_1_AY157676	beta-lactam
blaCTX-M-27_1_AY156923	beta-lactam
blaCTX-M-28_6_AJ549244	beta-lactam
blaCTX-M-29_1_AY267213	beta-lactam
blaCTX-M-30_1_AY292654	beta-lactam
blaCTX-M-31_1_AJ567481	beta-lactam
blaCTX-M-32_2_AJ557142	beta-lactam
blaCTX-M-33_1_AY238472	beta-lactam
blaCTX-M-34_1_AY515297	beta-lactam
blaCTX-M-35_1_AB176532	beta-lactam
blaCTX-M-36_1_AB177384	beta-lactam
blaCTX-M-37_1_AY649755	beta-lactam
blaCTX-M-38_1_AY822595	beta-lactam
blaCTX-M-39_1_AY954516	beta-lactam
blaCTX-M-40_1_AY750914	beta-lactam
blaCTX-M-41_1_DQ023162	beta-lactam
blaCTX-M-42_1_DQ061159	beta-lactam
blaCTX-M-43_1_DQ102702	beta-lactam
blaCTX-M-44_1_D37830	beta-lactam
blaCTX-M-46_1_AY847147	beta-lactam
blaCTX-M-47_1_AY847143	beta-lactam
blaCTX-M-48_1_AY847144	beta-lactam
blaCTX-M-49_1_AY847145	beta-lactam
blaCTX-M-50_1_AY847146	beta-lactam
blaCTX-M-51_1_DQ211987	beta-lactam
blaCTX-M-52_1_DQ223685	beta-lactam
blaCTX-M-53_1_DQ268764	beta-lactam
blaCTX-M-54_1_DQ303459	beta-lactam
blaCTX-M-55_1_DQ810789	beta-lactam
blaCTX-M-56_1_EF374097	beta-lactam
blaCTX-M-58_1_EF210159	beta-lactam
blaCTX-M-59_1_DQ408762	beta-lactam
blaCTX-M-60_1_AM411407	beta-lactam
blaCTX-M-61_1_EF219142	beta-lactam
blaCTX-M-62_1_EF219134	beta-lactam
blaCTX-M-63_1_AB205197	beta-lactam
blaCTX-M-64_1_AB284167	beta-lactam
blaCTX-M-65_1_EF418608	beta-lactam
blaCTX-M-66_1_EF576988	beta-lactam
blaCTX-M-67_1_EF581888	beta-lactam
blaCTX-M-68_1_EU177100	beta-lactam
blaCTX-M-69_1_EU402393	beta-lactam
blaCTX-M-71_1_FJ815436	beta-lactam
blaCTX-M-72_1_AY847148	beta-lactam
blaCTX-M-73_1_DQ343292	beta-lactam
blaCTX-M-74_1_GQ149243	beta-lactam
blaCTX-M-75_1_GQ149244	beta-lactam
blaCTX-M-76_1_AM982520	beta-lactam
blaCTX-M-77_1_AM982521	beta-lactam
blaCTX-M-78_1_AM982522	beta-lactam
blaCTX-M-79_1_EF426798	beta-lactam
blaCTX-M-80_1_EU202673	beta-lactam
blaCTX-M-81_1_EU136031	beta-lactam
blaCTX-M-82_1_DQ256091	beta-lactam
blaCTX-M-83_1_FJ214366	beta-lactam
blaCTX-M-84_1_FJ214367	beta-lactam
blaCTX-M-85_1_FJ214368	beta-lactam
blaCTX-M-86_1_FJ214369	beta-lactam
blaCTX-M-87_1_EU545409	beta-lactam
blaCTX-M-88_1_FJ873739	beta-lactam
blaCTX-M-89_1_FJ971899	beta-lactam
blaCTX-M-90_1_FJ907381	beta-lactam
blaCTX-M-91_1_GQ870432	beta-lactam
blaCTX-M-92_1_GU127598	beta-lactam
blaCTX-M-93_1_HQ166709	beta-lactam
blaCTX-M-94_1_HM167760	beta-lactam
blaCTX-M-95_1_FN813245	beta-lactam
blaCTX-M-96_1_AJ704396	beta-lactam
blaCTX-M-97_1_HM776707	beta-lactam
blaCTX-M-98_1_HM755448	beta-lactam
blaCTX-M-99_1_HM803271	beta-lactam
blaCTX-M-100_1_FR682582	beta-lactam
blaCTX-M-101_1_HQ398214	beta-lactam
blaCTX-M-102_1_HQ398215	beta-lactam
blaCTX-M-103_1_HG423149	beta-lactam
blaCTX-M-104_1_HQ833652	beta-lactam
blaCTX-M-105_1_HQ833651	beta-lactam
blaCTX-M-110_1_JF274242	beta-lactam
blaCTX-M-111_1_JF274243	beta-lactam
blaCTX-M-112_1_JF274246	beta-lactam
blaCTX-M-113_1_JF274247	beta-lactam
blaCTX-M-114_1_GQ351346	beta-lactam
blaCTX-M-116_1_JF966749	beta-lactam
blaCTX-M-117_1_JN227085	beta-lactam
blaCTX-M-121_1_JN790862	beta-lactam
blaCTX-M-122_1_JN790863	beta-lactam
blaCTX-M-123_1_JN790864	beta-lactam
blaCTX-M-124_1_JQ429324	beta-lactam
blaCTX-M-125_1_JQ724542	beta-lactam
blaCTX-M-126_1_AB703103	beta-lactam
blaCTX-M-127_1_MF196229	beta-lactam
blaCTX-M-129_1_JX017364	beta-lactam
blaCTX-M-130_1_JX017365	beta-lactam
blaCTX-M-131_1_JN969893	beta-lactam
blaCTX-M-132_1_JX313020	beta-lactam
blaCTX-M-134_1_JX896165	beta-lactam
blaCTX-M-136_1_KC351754	beta-lactam
blaCTX-M-137_1_KF790923	beta-lactam
blaCTX-M-138_1_KF526119	beta-lactam
blaCTX-M-139_1_KC107824	beta-lactam
blaCTX-M-141_1_KC964871	beta-lactam
blaCTX-M-142_1_KF240809	beta-lactam
blaCTX-M-144_1_KJ020573	beta-lactam
blaCTX-M-146_1_KY938173	beta-lactam
blaCTX-M-147_1_KF513180	beta-lactam
blaCTX-M-148_1_KJ020574	beta-lactam
blaCTX-M-150_1_KF769131	beta-lactam
blaCTX-M-151_1_AB916359	beta-lactam
blaCTX-M-155_1_KM211508	beta-lactam
blaCTX-M-156_1_KM211509	beta-lactam
blaCTX-M-157_1_KM211510	beta-lactam
blaCTX-M-158_1_KM211691	beta-lactam
blaCTX-M-159_1_AB976602	beta-lactam
blaCTX-M-160_1_KP050493	beta-lactam
blaCTX-M-161_1_KP128034	beta-lactam
